subject,loo_isc,mean_isc,std_isc,ci_low,ci_high
sub-ICC107,-0.28684146459494847,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC115,0.24795744715411816,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC123,0.2548751773671468,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC127,0.47221489429574964,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC131,-0.048340654006131,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC133,0.45663296206707393,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC149,-0.1641797380494225,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC155,-0.5145527481244241,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC177,0.09589743321202282,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC199,-0.1519479882543621,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC205,-0.16060377767120504,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC217,0.33568617242944526,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC223,0.5132765103008224,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC233,0.1709915212221609,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC255,0.20906995730902753,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC63,-0.23846350670106053,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC7,0.25506499159119506,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC81,-0.09059331029958416,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC85,0.04634010039291672,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC87,0.4515452563122603,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICC97,0.004165670384273057,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-ICN8,0.28679613163345374,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRC17,-0.09983185952831136,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRC21,0.6041057238948309,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRC25,0.2678511432464131,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRC41,-0.21908817366090005,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRC45,0.21858007791962225,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRC69,-0.029212211477374163,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRN1,-0.03081835661104397,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRN12,0.046346694184000205,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRN26,0.38398381247695573,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRN68,-0.03796625090477235,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
sub-IRN72,-0.15939378211700098,0.1011348272455852,0.27991396147672815,-0.0004927551473416995,0.20069469041498275
