subject,loo_isc,mean_isc,std_isc,ci_low,ci_high
sub-ICC105,-0.30443210389416653,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC113,0.6384248347348465,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC117,0.07377512801505705,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC125,-0.059532341278943066,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC147,0.32797652584423226,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC153,-0.05271693935963328,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC157,0.45894179319747247,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC161,0.2874860753652915,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC179,0.5538939336397694,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC193,0.40865417369293366,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC203,-0.10481600950012088,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC207,0.5219530053962249,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC213,0.2653304949578103,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC223,0.3671052505658718,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC233,-0.12220360419036816,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC253,0.15899602613207425,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC37,-0.23421988594052284,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC43,0.4626499150946938,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC51,-0.11515461043341181,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC7,0.2036766962944347,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-ICC93,0.570136421808105,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-IRC13,-0.1425599095921208,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-IRC17,0.15441629060664672,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-IRC49,0.03035302402955642,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-IRC67,-0.1079895717958802,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-IRC9,0.24437130988147857,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-IRC99,-0.05303325761336922,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-IRN12,-0.46596651673043193,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-IRN34,-0.009313266294735284,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-IRN66,-0.026888251255133614,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
sub-IRN78,0.13880466092875574,0.14386269844889582,0.2987369395198225,0.0318331282356052,0.2523223226713712
